feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2022_01_24_5_16S_pda_human_ffpe	3	0	0	0	0	0	0	0	1	0	560	0	0	0	0	0	0	0	0	0	0	0	87	0	1	54	0	0	0	96	0	0	0	14	0	0	0	0	0	0	38	8	25	0	0	11	0	0	1	0	0	0	0	0	41	0	133	0	0	0	0	0	0	25	0	0	17	0	0	0	30	10	0	0	0	0	0	0	0	59	0	0	1	0	0	0	0	243	0	0	4	9	2	0	0	0	31	0	0	2	0	0	2	0	0	0	0	0	5	0	1	0	21	0	268	0	0	0	0	87	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	105	0	0	0	6	3	0	0	0	7	0	0	0	0	0	1	0	0	0	83	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_01_24_6_16S_pda_human_ffpe	3	0	0	0	381	84	278	0	0	0	851	0	0	1	1	0	0	0	290	0	0	0	229	0	4	78	0	0	0	743	0	0	0	89	0	0	0	24	0	0	2	0	3	0	0	1	0	0	0	29	35	0	0	0	0	0	0	0	30	0	0	0	0	173	0	0	25	14	0	0	348	1	0	0	0	0	0	0	3	260	0	3	0	0	0	15	19	2892	0	0	3	0	23	15	0	0	748	0	0	0	26	5	1	0	2	0	2	1	0	0	0	2	599	1	0	0	4	0	0	0	0	0	51	1	3	0	0	0	1	0	2	0	305	0	20	0	3	0	2	1	0	0	3	2	0	1	132	20	0	0	0	0	0	0	0	41	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	1	0	0	0	0	0	3	0	0	0	0	0	61	0	11	0	0	0	6	0	0	1	1	0	0	0	2	2	0	0
2022_01_24_7_16S_pda_human_ffpe	8	0	0	0	1410	1	0	0	1	0	1890	0	0	0	0	0	0	0	21	0	0	0	109	0	4	29	0	0	0	0	0	0	0	2	0	0	0	1168	0	3	1264	1	8	0	0	17	0	0	0	28	180	0	0	0	0	0	0	0	3	39	18	0	0	2	0	0	3	0	0	0	10	2	1	0	0	0	0	0	0	313	0	11	0	0	39	1	10	609	0	0	0	0	269	0	0	0	1	0	4	3	3	0	0	0	0	1	1	2	0	0	0	1	89	1	31	0	0	0	0	2	2	0	1	0	27	0	7	0	4	1	1	0	0	3	0	0	1	0	0	2	1	0	0	39	0	4	0	0	0	0	0	6	0	0	0	9	0	0	2	0	7	1	0	0	0	39	0	0	0	0	0	0	1	0	2	0	0	0	0	1	4	0	0	6	33	3	2	0	0	0	125	1	0	0	0	0	0	0	0	1	0	102	4	0	22	2	0	0	0	85	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	10	0	0	0	0	0	69	0	3	0	0	0	0	0	0	0	3	0	1	0	0	8	0	0	0	0	1	0	0	0
2022_01_24_8_16S_pda_human_ffpe	0	0	0	0	0	0	1	0	0	37	1404	0	1	0	0	0	3	0	4777	0	0	0	165	0	388	47	0	11	1	0	0	0	0	37	0	5	4	0	0	0	167	0	42	0	0	32	0	0	0	368	187	0	0	0	308	0	130	0	0	0	0	0	113	942	0	0	3	18	0	0	729	0	0	0	0	0	0	0	2	213	0	5	2	12	0	10	31	544	0	37	6	0	95	18	0	0	308	9	63	5	13	2	29	0	2	2	2	2	0	113	0	1	37	10	17	1	22	4	0	0	49	8	84	5	6	3	0	0	1	0	1	0	2	0	0	0	4	1	1	0	0	0	0	0	0	127	51	0	0	0	0	3	0	0	0	6	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	27	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
2022_01_24_9_16S_pda_human_ffpe	0	0	0	11	112	0	0	0	0	5	1756	0	2	84	3	0	1	0	18	0	0	0	562	0	2	175	0	10	0	0	0	0	0	2	0	7	25	48	0	0	458	0	88	0	0	2	0	0	0	12	15	0	0	3	0	0	476	0	0	0	0	0	215	0	0	0	1	0	0	0	43	0	0	0	0	0	12	0	6	164	0	14	0	20	0	2	7	2728	0	55	1	0	191	3	0	0	949	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	22	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	447	0	0	0	0	7	124	0	0	47	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
2022_01_25_5_16S_pda_mice_ffpe	36	0	0	0	137	0	0	0	0	0	11510	0	0	0	0	0	0	0	42	0	0	0	79	0	2	5	0	5	0	1	76	0	6	0	0	0	0	178	0	0	68	3	10	0	0	19	3	0	201	7	52	0	0	0	170	0	1174	0	0	0	0	0	88	295	0	0	4	0	0	0	85	0	0	0	0	0	0	0	0	147	1	2	1	10	6	4	10	731	0	23	1	0	12	0	0	0	742	5	28	5	209	2	5	0	0	1	3	0	0	0	0	0	8	0	109	1	0	2	5	2	17	5	54	0	5	1	1	0	1	14	2	0	0	0	0	276	1	0	0	1	0	0	0	0	0	64	394	0	0	1	1	2	291	0	0	11	0	0	0	201	2	0	4	0	0	44	0	0	0	0	0	0	0	3	3	1	0	0	0	0	1	0	0	12	0	0	0	1	0	0	17	0	2	0	0	0	0	0	1	0	0	54	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
2022_01_25_6_16S_pda_mice_ffpe	8	0	0	0	138	0	0	0	1	0	6934	0	0	0	0	0	0	0	0	0	0	0	161	0	0	139	0	14	0	518	0	0	0	34	0	0	0	1	0	0	187	0	142	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	433	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	110	0	0	0	8	0	0	0	2386	0	28	4	1	0	0	0	0	262	0	0	12	0	0	0	0	0	0	0	0	0	2615	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	0	1	0	1	10	0	73	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	172	0	0	7	0	0	0	9	0	44	0	1	0	0	0	0	0	0	0	6	0	23	0	0	3	0	0	0	0	11	1	0	24
2022_01_25_1_16S_pda_mice_ffpe	0	0	0	0	623	0	79	1	0	1	3574	2	0	34	2	0	0	28	1	0	0	0	692	2	0	413	0	72	0	0	79	0	0	361	0	0	0	256	0	5	0	1	204	0	0	34	47	0	3	0	0	0	0	0	1077	0	2282	0	3	0	0	0	571	47	0	0	39	19	0	0	1132	0	0	0	0	6	0	0	1	0	0	0	2	71	0	0	0	3078	0	251	13	1	0	50	0	2	890	2	4	36	0	0	1	1	0	0	0	9	0	524	0	0	159	0	11	34	0	0	0	11	1	1	0	0	0	1	0	0	1	0	0	0	0	5	11	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	16	0	0	0	46	0	0	0	0	0	2	0	0	0	33	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	55	0	0	5	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0
2022_01_25_2_16S_pda_mice_ffpe	23	0	0	0	156	0	2	0	3	3	6780	0	0	7	19	0	4	0	44	0	0	0	89	0	6	20	0	5	0	0	0	0	0	160	3	2	0	0	0	0	2283	32	32	0	1	4	0	0	0	23	334	0	0	0	119	0	151	0	482	0	0	0	50	1709	0	0	11	1	15	0	253	0	0	0	0	0	1	0	3	280	0	1	0	5	1	0	6	929	0	10	1	0	17	28	0	6	590	1	11	0	1	0	0	0	0	0	1	1	34	0	0	1	284	1	56	0	0	0	0	8	0	0	9	1	12	0	6	0	0	0	0	0	0	0	0	86	0	0	0	1	0	1	0	2	0	2	601	0	0	0	1	13	0	0	0	147	0	1	0	0	2	1	0	0	0	53	3	0	9	0	0	0	1	0	2	8	169	0	0	0	25	0	1	18	0	131	7	0	0	0	0	82	0	0	0	1	0	2	0	1	2	2	1	2	2549	2	0	0	5	11	0	83	0	0	1	0	36	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	76	0	0	0	0	0	1	1	0	0
2022_01_26_supernatant_16S_pda_cell-lines	11	0	0	0	110	1314	0	0	1	0	1130	3	0	5	0	0	0	3	0	0	0	0	358	0	0	65	0	1	0	35	0	0	0	56	0	0	0	1	3	0	18	3	22	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	0	20	8	0	0	64	0	0	0	602	0	0	0	0	0	0	0	0	172	0	0	0	4	1	0	0	1937	0	2	43	2	0	0	0	6	1188	1	2	3	1	0	0	0	0	0	0	0	14	1	0	0	155	0	241	0	0	0	0	9	2	0	5	0	0	0	18	0	0	0	0	7	1	0	1	106	0	0	0	0	0	0	0	0	1	3	929	0	1	0	0	3	0	0	0	29	0	0	4	0	0	0	0	0	0	22	0	6	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	28	0	6	9	0	0	1	2	5	1	0	0	0	0	1	0	0	0	6	0	3	4	0	0	1	0	1	0	1	0	0	0	0	4	0	0	0	3	0	2	0	0	0	2	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	1	1	0	0
2022_01_26_supernatant_centri_16S_pda_cell-lines	0	0	0	0	4	134	3	0	0	0	100	0	0	0	0	0	0	0	29	0	0	0	26	0	6	73	0	0	0	18	0	0	0	69	0	0	0	0	0	0	41	2	2	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	69	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	285	0	0	6	0	0	0	0	1	270	0	0	0	0	0	0	0	0	0	0	0	13	89	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	171	1	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	24	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2022_01_26_medium_16S_pda_cell-lines	0	0	0	0	66	1696	0	0	0	13	1692	1	0	12	2	18	9	0	17	0	0	0	319	0	4	338	0	4	0	96	34	0	0	37	0	6	0	3	2	0	54	79	21	0	0	1	0	0	0	2	0	0	0	0	0	0	55	0	0	6	0	21	51	0	0	0	7	12	0	0	57	1	0	0	0	0	2	0	2	86	73	0	0	2	99	35	0	1152	0	31	37	1	1	31	0	5	1019	0	0	3	0	0	0	0	0	0	0	0	8	26	0	0	0	0	87	0	2	0	0	71	2	0	2	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	4	223	0	2	1	0	1	0	0	0	36	0	1	83	0	0	0	0	9	10	139	3	0	1	0	0	3	32	0	2	0	0	0	0	0	10	0	0	22	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	59	0	1	5	28	0	4	0	0	0	3	0	0	1	0	187	0	0	0	3	0	0	0	0	0	1	2	7	0	0	0	4	27	1	5	0	0	1	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0
2022_01_26_medium_centri_16S_pda_cell-lines	3	0	0	0	0	598	17	0	1	15	877	0	2	10	3	0	1	0	76	0	0	0	241	0	5	210	0	21	0	0	0	4	42	44	0	1	2	0	1	0	551	0	44	0	0	1	140	0	0	6	19	0	0	0	0	11	1	0	2	1	0	0	199	124	0	0	0	7	0	0	45	0	0	0	0	87	0	32	3	55	0	0	0	7	0	2	2	915	0	66	20	0	4	4	0	5	1843	2	5	8	118	29	1	0	0	2	1	1	0	338	0	0	183	1	603	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	24	0	313	0	0	0	0	1	0	0	0	0	0	5	125	0	0	0	0	3	0	0	0	13	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	56	0	0	2	0	0	0	0	0	0	0	64	7	0	9	0	0	0	0	25	0	0	0	0	1	0	26	0	0	0	0	0	0	0	8	0	4	1	0	0	0	31	0	0	0	0	0	0	3	0	0	3	0	0	0	4	11	0	0	0	0	0	0	0	0
2022_01_26_buffer_16S_pda_cell-lines	0	1	0	0	498	557	193	0	0	0	414	0	1	0	4	31	1	0	17	0	1	0	129	0	0	67	0	3	0	530	0	0	0	10	0	1	0	0	0	0	162	274	59	0	0	27	0	0	123	4	10	0	1	0	16	0	8	0	128	4	0	0	40	0	0	0	1	2	0	0	426	0	0	0	0	0	1	0	0	0	0	0	0	2	0	40	8	776	4	7	0	0	19	5	0	2	136	9	54	12	8	0	9	0	0	1	0	0	0	0	0	2	65	0	26	0	68	0	0	80	31	0	83	0	5	0	2	0	2	0	1	1	166	1	7	19	0	0	2	0	0	0	2	4	0	54	20	4	0	1	0	3	0	0	0	14	2	1	0	0	0	0	1	0	0	810	0	0	0	0	1	0	0	7	16	1	1	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	11	0	0	53	0	5	0	0	0	0	0	1	1	0	12	0	1	0	1	0	1	0	0	0	2	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2022_03_09_NTC 3_16S_pda_mice_kpc	0	0	0	0	0	9	3	0	0	0	65	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1836	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	38	4	0	0	0	0	0	0	1	1	2	3
2022_03_09_NTC 4_16S_pda_mice_kpc	0	0	0	0	0	1	1	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0
2022_03_09_NTC 5_16S_pda_mice_kpc	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	14	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	42	0	0	0	0	0	0	0	0	3	2	1
2022_03_09_NTC 6_16S_pda_mice_kpc	0	0	0	0	0	0	3	0	0	0	19	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	9	0	0	50	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	19	0	2	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	23	2	0	0	0	0	0	0	2	0	0	0
2022_03_09_NTC 7_16S_pda_mice_kpc	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	25	0	0	0	0	0	0	0	0	1	4	0
2022_03_09_NTC 8_16S_pda_mice_kpc	0	0	0	0	0	42	4	0	0	0	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	4	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2129	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	26	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	36	0	0	0	0	6	0	0	0	0	3	14
2022_03_17_2_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	76	0	0	227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	562	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	30	0	0	0	0	0	0	200	0	174	0	0	0	1	0	22	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	3	0	2	94	0	0	4	0	2	0	0	0	9	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	7	3	1	0
2022_03_17_3_16S_pda_human_ffpe	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	662	0	0	42	0	0	0	21	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1715	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	39	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	8	3	0	0	0	0	0	205	0	164	0	0	0	1	0	12	0	0	3	7	0	0	0	0	0	3	10	0	0	1	0	3	0	0	0	0	0	0	0	2	9	4	2	0	0	0	5	0	0	0	0	0	30	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	3	1	5	0
