feature	Finegoldia	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Aminipila	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Phocaeicola	Cutibacterium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Lacrimispora	Enterococcus	Bacteroides	Megasphaera	Salmonella	Enterobacter	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Bacillus	Anaerocolumna	Acetivibrio	Fusobacterium	Mammaliicoccus	Tannerella	Lachnoanaerobaculum	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Clostridioides	Crassaminicella	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Novosphingobium	Latilactobacillus	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Ramlibacter	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Undibacterium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Sulfuricystis	Rhodoplanes	Betaproteobacteria_unclassified_class	Phenylobacterium
2023_06_01_Nct_10_16S_PDA-MAPS	0	0	0	0	8	0	0	0	0	96	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	95	0	0	0	0	0	12	0	0	0	2	0	0	1	1	0	1	0	0	0	6	0	0	303	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	16	0	0	0	2	1	0	0	0	0	0	0	0	42	0	5	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
2023_06_01_Nct_08_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	313	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	25	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_07_16S_PDA-MAPS	0	0	0	0	0	11	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	1	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
2023_06_01_Nct_05_16S_PDA-MAPS	0	0	0	0	68	0	0	0	0	2375	0	0	0	0	0	0	0	2303	0	0	134	0	0	0	0	80	0	0	1	0	0	0	0	0	319	0	8	0	2	0	0	133	61	0	0	331	0	23	0	0	0	1	0	233	1	0	0	16	0	0	0	0	0	0	5	0	0	0	4	19	256	0	0	23	0	0	0	7	0	3	0	4	0	0	1	2	0	0	0	0	0	2	0	0	4	2	0	0	1	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	277	0	39	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_02_16S_PDA-MAPS	0	0	0	0	168	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	2	0	0	0	60	0	44	1	0	0	0	0	0	1	1	5	0	53	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_06_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	39	0	0	0	5	0	0	0	0	0	0	188	0	169	0	0	0	0	0	274	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	93	0	0	0	0	0	0	23	1	12	0	4	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	17	4	0	12	0	1	0	0	0	1	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	66	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2023_06_01_Nct_04_16S_PDA-MAPS	0	34	0	0	190	188	0	0	0	1900	0	0	9	0	0	0	0	278	0	0	47	0	0	0	0	0	0	0	338	0	0	84	1	0	318	28	0	0	63	0	2	39	27	0	0	19	0	0	0	59	7	426	0	306	0	1	0	0	1	0	0	0	0	0	1	0	0	0	6	11	227	0	0	19	0	0	0	0	0	0	0	31	11	0	5	1	0	0	0	1	0	1	149	0	1	45	0	78	0	0	0	0	12	5	1	2	1	0	2	0	179	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	523	0	10	0	0	1	5	0	0	14	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	7	0	5	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
2021_02_22_NTC_1 3_16S_pda_mice_kpc	0	0	0	0	2	1	0	0	0	335	0	0	0	0	0	0	0	72	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	137	0	0	0	0	0	0	0	0	0	2	3	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	7	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2021_02_22_NTC_2 4_16S_pda_mice_kpc	0	0	0	0	8	72	0	0	0	9	0	0	0	0	0	0	0	1024	0	0	208	0	0	0	0	44	0	0	0	0	0	0	0	0	952	1	0	0	388	0	0	711	151	0	0	3	0	0	0	1	0	0	0	0	1039	0	0	0	13	0	0	0	0	0	4	0	0	0	29	57	2	0	0	185	0	0	2	0	0	1	0	40	2	0	1	92	13	31	570	7	0	4	2	2	9	9	0	0	0	0	9	0	5	1	10	0	3	0	3	0	2	0	0	0	2	2	9	2	1	0	1	11	0	0	0	0	0	2	0	0	0	0	1	0	0	8	772	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2021_07_23_NTC1_16S_pda_mice_kpc	20	0	0	0	869	3	0	0	0	12	0	0	0	0	0	0	0	507	0	0	93	0	0	0	0	0	0	0	2	0	0	5	12	0	52	1	0	0	2	0	0	45	30	0	0	0	0	0	0	27	24	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	18	32	41	0	0	73	0	0	152	0	0	0	0	18	1	0	1	39	6	0	0	2	1	0	53	0	1	3	0	0	0	0	0	0	0	0	0	18	1	2	0	1	1	0	0	0	2	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	2	0	0	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0
2021_07_23_NTC2_16S_pda_mice_kpc	0	0	0	0	595	21	0	0	0	397	0	0	0	0	0	0	0	539	0	0	91	0	0	0	0	58	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	53	64	0	0	0	0	0	15	23	6	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	56	25	72	0	0	47	0	0	89	0	0	0	0	18	0	0	0	40	8	0	0	5	0	3	0	0	3	5	0	0	0	0	0	0	1	0	0	11	1	0	0	1	4	0	0	0	1	0	1	2	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2021_09_08_1 1_16S_pda_human_ffpe	287	35	5	0	1037	788	0	0	32	17738	201	1	0	0	52	1	0	1957	0	0	196	0	0	0	0	0	2	0	6	14	4	0	1	0	647	0	0	2	547	0	0	1027	87	0	2	1591	0	4417	0	11	0	1235	0	791	1195	0	0	0	0	0	0	2	0	8	1	6	0	424	9	15	402	0	0	50	0	0	7	1	446	43	0	8	1	18	2	1	1	0	52	2	1448	5	443	10	1	0	0	2	29	26	81	2	6	357	122	2	1	0	0	6	1	1	1077	0	2	1	1	0	0	13	2	1	20	112	0	15	0	1	0	777	939	662	2	1081	0	0	144	110	38	1	177	0	8	0	1	203	133	5	1	305	0	0	0	65	62	0	3	1	234	30	0	1	1	13	109	13	0	1	4	36	7	0	0	168	131	26	238	736	11	0	122	2	0	7	2	1	0	0	100	0	11	10	2	0	17	3	0	14	0	0	57	2	1	1	1	4	312	0	0	2	5	0	42	0	0	8	3	0	0	0	0	0	0	0	12	2	5	1	40	0	0
2021_09_08_2 2_16S_pda_human_ffpe	0	0	0	0	1292	68	0	0	0	25728	92	182	0	0	0	0	0	644	0	1	59	0	0	0	0	0	40	0	0	0	0	0	3	1	130	1	0	1	195	0	216	36	26	0	0	2099	0	2664	0	11	0	6623	15	1345	102	0	0	0	0	0	22	0	0	0	2	19	4	1654	4	6	317	10	0	22	0	0	8	326	46	121	0	2	3	60	0	0	2	0	2	3	809	3	46	30	0	3	0	1	50	68	85	10	4	210	183	2	0	0	1	3	1	1	309	0	0	2	1	0	2	3	1	0	12	238	0	63	0	2	0	387	92	743	3	4241	0	1	72	531	141	4	764	0	15	0	2	41	634	6	3	157	0	0	2	142	306	1	17	0	215	85	2	0	3	0	2	57	5	1	10	167	2	1	4	1020	43	106	478	2457	82	2	188	13	0	9	1	2	1	3	59	4	43	15	1	0	22	3	0	24	0	2	313	6	10	1	13	6	1489	1	0	0	20	2	23	0	1	25	22	0	2	0	1	0	0	0	11	1	12	3	22	0	2
2021_09_08_1 3_16S_pda_human_ffpe	0	0	0	109	0	160	0	0	0	33181	199	0	0	0	0	0	0	1366	0	0	95	0	0	0	0	0	0	0	9	0	0	0	1	0	49	0	0	0	41	0	0	105	68	0	0	3073	0	4768	1	2	0	1	0	638	2	0	0	0	0	0	0	0	0	0	3	21	0	146	6	5	53	0	0	32	0	0	0	0	546	43	0	3	0	21	0	2	5	0	113	2	1027	4	507	39	5	0	0	0	48	51	50	0	2	287	290	0	1	0	2	0	1	0	368	0	0	2	0	1	4	29	0	3	0	95	0	21	0	0	0	1238	184	112	3	538	0	2	1	70	21	0	49	0	19	0	7	8	57	1	2	257	0	0	1	254	46	9	6	1	1	29	0	3	2	181	0	13	0	1	10	1	22	0	7	2	14	27	49	52	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	34	0	2	0	3	6	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	7	0	0
2021_09_08_2 4_16S_pda_human_ffpe	0	126	233	0	0	43	92	0	271	50513	0	170	5	15	298	8	0	1738	473	0	99	0	1	0	2	1	0	0	0	6	17	2	0	151	7	0	0	2	201	0	1	143	87	9	2	4915	1	6244	1	0	0	2	0	1596	12	1	0	443	0	0	0	17	0	0	1	30	0	9	5	14	17	0	0	49	0	0	0	0	1016	385	0	7	1	156	5	1	23	0	509	2	1518	3	166	20	3	1	0	0	147	74	430	0	1	409	288	0	1	0	0	0	1	3	577	138	1	3	1	1	1	43	0	0	0	754	0	3	0	5	0	1603	1520	680	5	592	0	1	2	18	1	0	8	0	11	0	0	10	8	14	0	335	4	0	1	148	27	38	4	2	55	1	1	8	5	0	0	10	0	1	17	20	39	0	0	38	0	30	5	10	9	0	2	1	0	0	0	2	0	0	37	0	0	2	0	0	0	0	0	1	42	0	3	2	3	0	0	6	0	0	2	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	3	1	0	0	0
2021_09_16_NTC_16S_pda_mice_kpc	0	0	0	0	3550	62	0	0	0	3843	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	129	0	0	1	0	0	0	62	0	34	0	0	0	21	0	0	0	0	0	0	29	0	299	0	137	29	2	0	394	44	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1174	0	0	0	0	0	852	0	0	1	0	1	0	0	0	1	0	0	2	2	358	0	0	1	0	0	0	0	1	2	6	0	0	5	24	98	0	8	0	5	0	0	374	0	0	0	0	0	0	1	1	0	17	1	0	2	0	9	0	0	324	80	0	0	0	0	1	2	0	0	0	0	12	0	4	0	0	0	13	38	0	0	0	0	6	0	0	2	0	0	5	0	0	0	1	4	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	65	0	2	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	21	4	11	0	0	0	0	0	0	2	0	2	0	0	224	0
2021_09_17_NTC_16S_pda_mice_kpc	0	0	0	0	1803	111	0	0	0	3512	0	0	2	0	0	0	0	4254	0	0	864	0	0	0	0	5	0	0	25	0	0	0	24	0	292	50	0	0	16	0	0	380	426	0	0	77	0	232	0	49	16	0	0	7	45	0	0	0	0	0	0	0	0	0	11	0	0	0	281	172	2399	0	0	421	0	0	314	0	0	0	0	145	3	0	4	347	19	0	0	23	2044	18	0	6	22	24	0	0	1	4	0	0	3	21	114	58	7	15	8	2	30	0	1548	0	2	0	6	18	0	26	7	12	4	0	0	7	0	2693	0	23	991	456	0	0	0	10	3	4	0	1	0	0	62	0	1	0	0	0	2	176	0	0	0	5	29	0	3	1	0	0	5	0	0	0	0	7	0	0	9	0	27	0	0	1	2	0	82	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	51	0	4	0	0	0	0	0	0	0	14	0	1	1	3	0	0	0	0	1	42	0	0	49	3	4	0	0	0	0	0	0	1	0	6	0	0	617	0
2021_12_02_1 1_16S_pda_human_ffpe	0	0	0	0	623	1	1	0	0	0	0	0	0	0	0	0	0	970	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	0	0	174	28	0	0	0	0	0	0	7	0	2282	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1349	2	6	344	0	0	13	0	0	9	0	0	0	0	2	1	0	1	3	0	0	0	0	237	4	28	0	2	0	0	73	0	0	0	8	1	0	4937	2	0	93	0	2	0	0	0	0	2	0	1	0	0	696	0	0	44	0	0	599	0	0	0	6	89	1475	0	4913	0	0	0	638	143	21	586	0	17	0	1	1223	1051	0	396	221	0	72	12	0	416	5	0	7	65	2507	0	0	0	0	16	1062	7	0	0	53	2	0	0	521	132	1177	3276	1555	18	7	446	1	0	885	0	1000	4	2	5	1	90	31	3	2	43	0	0	49	0	484	274	12	59	2	65	0	1962	0	0	2355	97	0	3	0	25	40	5	8	229	0	0	755	3	0	4	14	16	30	14	37	9
2021_12_02_2 2_16S_pda_human_ffpe	0	0	0	0	2803	90	0	0	0	230	0	0	0	0	0	0	0	1231	0	0	95	0	0	0	0	505	28	0	28	0	0	0	21	0	344	135	0	0	19	0	0	217	30	0	0	0	0	0	0	71	1	5628	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	3627	2	10	1258	0	0	25	0	0	26	0	0	0	0	3	0	0	1	1	1	0	72	0	1877	0	35	0	3	0	0	219	0	0	0	28	3	0	6626	14	0	211	4	27	3	0	4	0	1	0	2	0	0	987	0	0	278	1	0	867	0	0	0	15	279	7457	0	13831	0	1	86	1815	355	88	1468	0	19	0	18	3150	2259	0	894	1098	0	106	24	0	922	22	0	12	374	3137	0	4	0	14	44	1436	31	0	0	377	2	0	0	3790	435	1813	5241	3437	114	14	2115	10	0	960	4	2651	16	8	0	2	320	154	4	4	258	0	0	228	0	1244	730	74	79	15	105	0	14241	1	0	3084	318	4	2	0	54	243	90	1	475	0	0	1889	9	0	25	24	95	79	30	101	45
2021_12_02_1 3_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4223	0	0	298	0	0	0	0	0	0	0	56	0	0	0	0	0	6341	0	0	0	0	0	0	304	181	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	2	0	0	0	0	0	14	0	0	2	11	35	1925	0	0	89	0	0	1	0	0	0	0	7	1	0	7	4	2	0	0	1	0	8	0	0	8	5	0	0	0	0	0	0	6	0	0	0	1	0	0	0	5	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2021_12_02_2 4_16S_pda_human_ffpe	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	11385	0	0	795	0	0	0	0	0	142	0	90	0	0	30	0	0	3746	534	0	0	0	0	0	819	445	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	7	0	0	0	0	0	32	0	0	0	30	65	6872	0	0	254	0	0	1	0	0	1	0	18	13	0	9	8	5	0	0	7	0	43	3504	0	29	15	0	775	0	0	0	0	11	0	0	0	1	65	1	0	8	0	0	0	8	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	96	0	1	0	7	0	0	0	3000	0	0	0	0	0	4	0	0	326	4	0	5	0	0	1	0	0	131	0	0	0	0	0	0	8	1	3	0	0	2	2	8	0	543	0	0	0	1	0	0	1	0	0	0	1	13	0	0	42	0	48	1	0	0	1	9	0	0	0	281	0	2	0	3	0	0	26	0	0	1	87	0	0	0	22	8	0	0	29	0	1	14	0	0	5	5	2	37	0	0	8
2022_01_24_1_16S_pda_mice_ffpe	0	42	0	523	0	0	0	0	0	9198	0	0	78	0	0	0	0	1352	0	100	289	100	0	0	0	1221	49	1	215	0	0	5	0	0	0	0	73	0	9	0	1	123	44	0	0	240	0	1272	0	0	0	200	6	1	1	0	42	0	0	60	0	0	549	0	1	22	0	1	4	8	3909	1	0	8	0	0	0	1182	2	27	4	6	6	10	1	0	2	0	0	2	24	4	17	32	0	0	0	0	13	2	28	0	0	337	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	43	586	1	0	0	3	1	0	53	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	0	0	5	0	3	68	0	19	0	0	0	0	47	16	0	14	42	0	0	0	0	0	0	0	288	0	0	0	1	0	0	20	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	11	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	98	0	0
2022_01_24_2_16S_pda_mice_ffpe	6	0	0	783	0	40	0	3	0	5463	0	0	508	0	446	0	0	5	0	199	0	42	0	1	0	0	12	7	331	0	0	542	0	0	511	3	61	0	60	0	10	4	3	0	0	753	0	1797	0	0	0	0	20	94	25	0	0	1522	0	0	0	0	147	0	0	0	2	1	5	4	1030	11	0	2	0	0	0	1109	626	113	4	14	0	51	0	0	0	48	0	0	2	0	1582	0	0	1	0	209	94	3	225	0	0	0	2	0	1	0	0	0	1	6	0	130	0	5	0	0	0	0	0	0	0	206	0	0	2	3	12	2397	0	17	2	0	0	0	0	0	0	98	0	2	0	1	0	0	0	14	2	4	0	0	0	0	1	0	0	9	0	8	6	1	1	18	1	7	26	0	0	1	0	0	0	112	0	1	198	0	0	0	2	0	1	8	1	0	0	0	4	0	1	0	0	0	1	5	0	1	0	2	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
2022_01_24_3_16S_pda_mice_ffpe	328	0	0	0	0	771	0	0	0	6841	0	0	62	0	42	0	0	3	0	98	0	5	0	2	0	1	459	0	103	0	0	125	0	0	324	0	13	0	1	0	467	0	0	0	0	0	1	261	0	0	0	0	52	955	0	0	0	0	0	420	0	0	100	0	0	0	10	0	0	0	5273	25	0	0	0	0	0	7633	523	1	0	0	0	0	0	0	0	0	0	0	463	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	970	0	0	0	0	442	9	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	106	0	0	0	0	0	19	8	0	6	0	0	6	2	0	0	158	1	0	0	0	5	0	0	0	0	0	0	0	0	0	185	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	23	5	0	0	0	0	0	0	0	0	3	2	1	0	0	6	0
